                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1229,                 2.6119,                 1.9124,                0.13329,                0.12747,                0.05506,                 0.0168,                 2.5944,                 3.4721,                 2.1025,              0.0006625,              0.0006625,              0.0006625
